id,value,Author,Skill Statement,parent_id,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
https://osmt.wgu.edu/api/skills/1bb47c90-fb71-4805-aa15-dd648419136b,Technology and Tool Application,Western Governors University,Apply technologies and tools that are job-related and instructionally appropriate.,Computer Literacy,Computer Literacy; WGUSID: 557,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3g; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_5i; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3h; InTASC_3l; InTASC_3o; ATD.Org.FR; ATD.Pers.PM; InTASC_3j; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE.Coach.C.3b; ISTE.Coach.C.3d; ISTE.Coach.CA.1b,,19-0000; 25-0000; 33-0000,19-4000; 25-1000; 25-2000; 25-4000; 25-9000; 33-1000; 33-3000,19-4090; 25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090; 33-1010; 33-3010; 33-3020; 33-3050,25-4022; 25-9031,,,Computer Literacy,https://skills.emsidata.com/skills/KS1227P6FBK34WLH6X8Z,
https://osmt.wgu.edu/api/skills/cc7cf503-8f96-4e1c-a01e-e8e3c570d857,Technology Evaluation,Western Governors University,Evaluate various technologies to use professionally and instructionally.,Computer Literacy,Computer Literacy; WGUSID: 3241,InTASC_3a; InTASC_3d; InTASC_3g; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_5i; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; InTASC_3b; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_3j; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_Educators_3d; ISTE.Coach.CA.1e; ISTE.Coach.C.3c; ISTE_Educators_3c; ISTE.Coach.CL.2cAAQEP_1d,,25-0000; 33-0000,25-1000; 25-2000; 25-4000; 25-9000; 33-1000; 33-3000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090; 33-1010; 33-3020; 33-3050,25-4022; 25-9031,,,Computer Literacy,https://skills.emsidata.com/skills/KS1227P6FBK34WLH6X8Z,
https://osmt.wgu.edu/api/skills/e152e10a-9704-4f50-9b79-a66f271e76be,Educational Program Design Metrics,Western Governors University,Determine quality and success metrics that can be used in educational program design.,Continuous Quality Improvement (CQI),Continuous Quality Improvement (CQI); Competency-basedEducation:ProgramDesign2019; Quality Metric; Success Metric; Educational Program Design; WGUSID: 8826,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3g; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_5i; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3h; InTASC_3l; InTASC_3o; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; InTASC_3j; ATD.Org.CBP; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5cAAQEP_3d,,11-0000; 13-0000; 25-0000,11-9000; 13-1000; 25-9000,11-9030; 13-1150; 25-9030,11-9033; 11-9039; 13-1151; 25-9031,,,Continuous Quality Improvement (CQI),https://skills.emsidata.com/skills/KS122GZ6ZX8P4VRPWNQS,
https://osmt.wgu.edu/api/skills/0cab2e2d-dd3d-4bc8-a7fc-d4fce1e22a95,Educational Course or Material Pilot,Western Governors University,Organize a pilot to test a new course or other educational material.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 1175,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE_EdLeaders_4a; ISTE.Coach.CA.1e; ISTE.Coach.C.3c; ISTE.Coach.PLF.5bISTE_Educators_5a,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9039; 25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/8c994217-f7e5-432f-97e0-96942649ab9e,Discussion Instructional Strategy,Western Governors University,"Integrate discussions, forums, and chats as part of the instructional strategy.",Curriculum Development,Certifications; Curriculum Development; WGUSID: 4519; WGU Instructional Faculty; WGU Coaching Faculty,ISTE_EdLeaders_2d; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.C.3d; ISTE.Coach.CA.1b; ISTE.Coach.DCA.7b; ISTE_Educators_4b; ISTE_Educators_4c; ATD.Pers.C; NSQ_Teaching_B1,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/73cfaa5d-bd7e-4960-9836-050a2af173ef,eLearning Product Prototype Development,Western Governors University,Develop functional prototypes that serve as early models of eLearning products.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 2508,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_4a; ATD.Prof.TDFISTE_Educators_1c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/12ceb625-4686-4df1-a339-4b22c669ca74,Feedback Opportunities Provision,Western Governors University,Provide multiple opportunities for feedback.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 5795,ISTE_EdLeaders_2d; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Org.ODC; ATD.Prof.LS; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ISTE.Coach.CL.2b; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5cAAQEP_1a; ISTE_Educators_4b; ISTE_Educators_4c; ATD.Pers.C; ISTE.Coach.CA.1d; NSQ_Teaching_D5; SL_GL3,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/8af6153c-cca0-4d97-ad44-45dd85fe9806,Instructor-Led Independent Learning Opportunities,Western Governors University,Incorporate independent learning opportunities that are instructor led and learner directed.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 4433,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; AAQEP_1b; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_3e,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/d6ca9d3e-5af8-4205-afb3-7d532d64ee42,Principles and Theory Instructional Planning,Western Governors University,Plan instruction that integrates principles and theory of learning.,Curriculum Development,Certifications; Curriculum Development; Lesson Planning; WGUSID: 5495,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Org.ODC; ATD.Prof.LS; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; AAQEP_1b; ISTE.Coach.C.3b; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d; ISTE_Educators_4b; ISTE_Educators_4c; AAQEP_2b; ATD.Pers.CA; ISTE_EdLeaders_3e; InTASC_7a,,11-0000; 25-0000,11-9000; 25-1000; 25-2000; 25-4000; 25-9000,11-9030; 25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/bf0be81b-9468-497c-b16f-18195cfe39b4,Practice Activity Integration,Western Governors University,Integrate practice activities.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 4544,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.C.3d; ISTE.Coach.CA.1b; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_2a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/404a8ce0-4522-46cc-8644-c02a45be796b,Readable Content Creation,Western Governors University,Create content that is readable at all levels.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 1586,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.PM; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3d; ISTE_EdLeaders_3e; InTASC_7a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/74eac6b1-cbd8-41fb-aeed-ec53ebfc8346,Reusable E-Learning Template Creation,Western Governors University,Create reusable e-learning templates for team projects.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 1700,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.PM; ISTE.Coach.PLF.5a; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3e,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/48f9eb21-3305-4ca5-a1bf-42d0464d719c,Data Consolidation for Analysis,Western Governors University,Consolidate data into a single location or database to facilitate analysis.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; Tableau; Microsoft Power BI; WGUSID: 1312,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE_EdLeaders_3a; ATD.Prof.TDFISTE_Educators_7a,,25-0000; 33-0000,25-4000; 25-9000; 33-3000,25-4020; 25-9030; 25-9090; 33-3020,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/b5f7e6b6-18e2-43c6-ae46-f12b349f5a11,Data Analysis Technology Implementation,Western Governors University,Implement technologies for data analysis.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 4359,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE_EdLeaders_4a; ISTE_EdLeaders_2a; ISTE.Coach.PLF.5cISTE_Educators_7a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/e9e72ad0-23ec-480c-a08a-9421f4a80f63,Data Analytic Technique Application,Western Governors University,Apply data analytic techniques.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 394,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ISTE_EdLeaders_3b; ISTE.Coach.DDM.6bISTE_Educators_7a,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/da7b8a40-36a6-461d-b202-6c474e43ebdc,Data Findings Communication,Western Governors University,Communicate data findings to a group of individuals.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 5594,ISTE_EdLeaders_2d; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Pers.C; ATD.Prof.TDFISTE_Educators_7c,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/d4cd434d-980b-46a1-be02-56c7673fb3f0,Data Outlier Removal,Western Governors University,Remove or normalize data outliers.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 5991,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.TDFISTE_Educators_7a,,25-0000; 33-0000,25-4000; 25-9000; 33-3000,25-4020; 25-9030; 25-9090; 33-3020,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/083ec6ec-ce19-4f47-ad5a-bf118d015c0d,Dataset Analysis,Western Governors University,Analyze datasets to gain insights.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 286,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ISTE.Coach.DDM.6bISTE_Educators_7a,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/945763fe-1682-45f8-ad83-14c59c6de37c,Exploratory Data Analysis,Western Governors University,Explore data using patterns for exploratory data analysis.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 3394,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.TDFISTE_Educators_7a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/7d80a6d7-cf98-4cb1-a45f-cef37c236ee1,Perform Math Calculations,Western Governors University,Perform math calculations for data analysis.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; WGUSID: 5416,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE_EdLeaders_2a; ATD.Prof.TDFISTE_Educators_7a,,25-0000; 33-0000,25-4000; 25-9000; 33-3000,25-4020; 25-9030; 25-9090; 33-3020,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/ca345273-b4c3-4d4a-b219-e33399b93149,Standardized Analysis and Report Creation,Western Governors University,Create standardized analysis and reports.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; Tableau; Microsoft Power BI; WGUSID: 1713,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ATD.Prof.TDFISTE_Educators_7a; ISTE_EdLeaders_3e,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
https://osmt.wgu.edu/api/skills/dff8bfb3-a4d6-4275-8fcd-4914c4256392,Static Data Analysis,Western Governors University,Analyze static data using spreadsheets and formulas to gain insights.,Data Analysis,Data Analysis; Ripjar Data Intelligence Platform; Tableau; Microsoft Power BI; WGUSID: 319,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ISTE.Coach.DDM.6bISTE_Educators_7a,,25-0000; 33-0000,25-4000; 25-9000; 33-3000,25-4020; 25-9030; 25-9090; 33-3020,25-4022; 25-9031,,,Data Analysis,https://skills.emsidata.com/skills/KS120GV6C72JMSZKMTD7,
